400.000000	0.000000	0.012187	0.012431	0.999756	7.342280	0.999885	0.000305
400.000000	0.010000	0.012274	0.012651	0.999722	7.342537	0.999755	0.000307
400.000000	0.020000	0.012412	0.012832	0.999700	7.342537	0.999732	0.000311
400.000000	0.030000	0.012544	0.012969	0.999684	7.342526	0.999703	0.000314
400.000000	0.040000	0.012576	0.013057	0.999665	7.342543	0.999678	0.000315
400.000000	0.050000	0.012564	0.013033	0.999655	7.342568	0.999684	0.000315
400.000000	0.060000	0.012570	0.013067	0.999646	7.342574	0.999674	0.000315
400.000000	0.070000	0.012620	0.013099	0.999646	7.342572	0.999674	0.000317
400.000000	0.080000	0.012580	0.013099	0.999637	7.342586	0.999656	0.000315
400.000000	0.090000	0.012554	0.013012	0.999637	7.342611	0.999651	0.000315
400.000000	0.100000	0.012557	0.013055	0.999615	7.342644	0.999643	0.000315
400.000000	0.110000	0.012541	0.013108	0.999606	7.342639	0.999644	0.000314
400.000000	0.120000	0.012439	0.013032	0.999601	7.342655	0.999655	0.000312
400.000000	0.130000	0.012385	0.013027	0.999578	7.342705	0.999600	0.000310
400.000000	0.140000	0.012410	0.012990	0.999593	7.342697	0.999623	0.000311
400.000000	0.150000	0.012359	0.012987	0.999578	7.342722	0.999611	0.000309
400.000000	0.160000	0.012287	0.012883	0.999544	7.342814	0.999577	0.000307
400.000000	0.170000	0.012397	0.012995	0.999572	7.342735	0.999588	0.000310
400.000000	0.180000	0.012195	0.012932	0.999523	7.342825	0.999549	0.000305
400.000000	0.190000	0.012162	0.012900	0.999519	7.342839	0.999544	0.000304
400.000000	0.200000	0.012312	0.012881	0.999547	7.342815	0.999589	0.000308
400.000000	0.210000	0.012277	0.012890	0.999539	7.342818	0.999579	0.000307
400.000000	0.220000	0.012137	0.012873	0.999508	7.342862	0.999553	0.000303
400.000000	0.230000	0.011921	0.012718	0.999460	7.342978	0.999495	0.000297
400.000000	0.240000	0.011843	0.012605	0.999428	7.343054	0.999454	0.000295
400.000000	0.250000	0.011801	0.012651	0.999419	7.343054	0.999464	0.000294
400.000000	0.260000	0.011818	0.012650	0.999422	7.343050	0.999487	0.000295
400.000000	0.270000	0.012006	0.012696	0.999477	7.342969	0.999517	0.000300
400.000000	0.280000	0.011733	0.012624	0.999398	7.343067	0.999456	0.000292
400.000000	0.290000	0.011414	0.012374	0.999309	7.343249	0.999353	0.000284
400.000000	0.300000	0.011672	0.012581	0.999387	7.343097	0.999440	0.000291
400.000000	0.310000	0.011509	0.012431	0.999356	7.343178	0.999412	0.000286
400.000000	0.320000	0.011717	0.012522	0.999393	7.343114	0.999431	0.000292
400.000000	0.330000	0.011709	0.012581	0.999393	7.343103	0.999431	0.000292
400.000000	0.340000	0.011469	0.012426	0.999325	7.343213	0.999416	0.000285
400.000000	0.350000	0.011555	0.012500	0.999346	7.343156	0.999391	0.000287
400.000000	0.360000	0.011472	0.012391	0.999316	7.343239	0.999354	0.000285
400.000000	0.370000	0.011182	0.012253	0.999222	7.343386	0.999275	0.000277
400.000000	0.380000	0.011223	0.012254	0.999210	7.343377	0.999274	0.000278
400.000000	0.390000	0.011329	0.012322	0.999289	7.343259	0.999349	0.000281
400.000000	0.400000	0.011231	0.012298	0.999241	7.343316	0.999290	0.000279
400.000000	0.410000	0.010973	0.012151	0.999136	7.343478	0.999228	0.000272
400.000000	0.420000	0.011371	0.012337	0.999288	7.343273	0.999366	0.000282
400.000000	0.430000	0.010877	0.012064	0.999112	7.343521	0.999149	0.000269
400.000000	0.440000	0.011013	0.012143	0.999154	7.343474	0.999211	0.000273
400.000000	0.450000	0.010715	0.011940	0.999026	7.343611	0.999077	0.000265
400.000000	0.460000	0.010734	0.012002	0.999008	7.343610	0.999086	0.000265
400.000000	0.470000	0.010794	0.012043	0.999038	7.343552	0.999111	0.000267
400.000000	0.480000	0.010837	0.011988	0.999079	7.343561	0.999139	0.000268
400.000000	0.490000	0.011021	0.012116	0.999133	7.343491	0.999207	0.000273
400.000000	0.500000	0.010916	0.011994	0.999091	7.343540	0.999183	0.000270
400.000000	0.510000	0.010430	0.011733	0.998898	7.343771	0.998954	0.000257
400.000000	0.520000	0.010677	0.011930	0.998965	7.343612	0.999028	0.000264
400.000000	0.530000	0.010832	0.011974	0.999068	7.343574	0.999139	0.000268
400.000000	0.540000	0.010674	0.011877	0.999020	7.343636	0.999143	0.000263
400.000000	0.550000	0.010639	0.011932	0.998909	7.343645	0.999021	0.000263
