0	0	0.000000
0	1	0.000000
0	2	0.000985
0	3	0.001412
0	4	0.001401
0	5	0.000000
0	6	0.002430
0	7	0.001450
0	8	0.001446
0	9	0.000000
0	10	0.000450
0	11	0.003262
0	12	0.002892
0	13	0.000975
0	14	0.002900
0	15	0.000000
0	16	0.000000
0	17	0.000445
0	18	0.000906
0	19	0.002974
0	20	0.001935
0	21	0.000000
0	22	0.001896
0	23	0.000994
0	24	0.000482
0	25	0.001909
0	26	0.000486
0	27	0.001926
0	28	0.003818
0	29	0.002395
0	30	0.002320
0	31	0.000000
0	32	0.000973
0	33	0.002325
0	34	0.001963
0	35	0.001445
0	36	0.000000
0	37	0.000926
0	38	0.000993
0	39	0.003777
0	40	0.000000
0	41	0.000000
0	42	0.000000
0	43	0.000000
0	44	0.000920
0	45	0.000483
0	46	0.000511
0	47	0.003806
0	48	0.001434
0	49	0.000000
0	50	0.002417
0	51	0.000000
0	52	0.002455
0	53	0.000500
0	54	0.002370
0	55	0.000000
0	56	0.003837
0	57	0.001444
0	58	0.001891
0	59	0.001410
0	60	0.001424
0	61	0.000495
0	62	0.000000
0	63	0.001454
0	64	0.000942
0	65	0.001890
0	66	0.001858
0	67	0.000000
0	68	0.000000
0	69	0.002921
0	70	0.001442
0	71	0.000937
0	72	0.000477
0	73	0.000000
0	74	0.000000
0	75	0.000955
0	76	0.001895
0	77	0.000000
0	78	0.002913
0	79	0.000000
0	80	0.005246
0	81	0.000000
0	82	0.000043
0	83	0.000000
0	84	0.002929
0	85	0.001431
0	86	0.003471
0	87	0.001936
0	88	0.001434
0	89	0.000965
0	90	0.001930
0	91	0.000000
0	92	0.000973
0	93	0.001495
0	94	0.000000
0	95	0.000000
0	96	0.001931
0	97	0.004877
0	98	0.000988
0	99	0.000000
1	0	0.028238
1	1	0.000000
1	2	0.031547
1	3	0.041594
1	4	0.020106
1	5	0.028317
1	6	0.010275
1	7	0.028937
1	8	0.033711
1	9	0.034751
1	10	0.036011
1	11	0.000000
1	12	0.030028
