51	11.030000
71	11.070000
24	11.450000
86	12.160000
52	12.330000
27	12.380000
97	12.380000
39	12.770000
87	12.840000
11	12.850000
92	13.000000
14	13.060000
80	13.190000
37	13.360000
70	13.500000
47	13.590000
44	13.640000
73	13.730000
17	13.780000
76	13.800000
53	13.810000
41	13.850000
0	13.880000
48	14.000000
33	14.080000
6	14.150000
96	14.170000
95	14.270000
74	14.300000
79	14.310000
94	14.360000
77	14.430000
21	14.530000
22	14.560000
1	14.750000
4	14.750000
20	14.770000
32	14.790000
26	14.890000
88	14.890000
89	14.890000
43	14.970000
85	14.970000
35	14.980000
49	15.020000
46	15.050000
61	15.070000
75	15.090000
12	15.110000
62	15.200000
54	15.260000
81	15.320000
2	15.330000
66	15.340000
7	15.350000
19	15.360000
55	15.390000
99	15.430000
25	15.440000
28	15.490000
29	15.500000
64	15.500000
42	15.550000
18	15.560000
65	15.760000
23	15.860000
40	15.860000
90	16.020000
5	16.060000
34	16.070000
15	16.150000
31	16.190000
45	16.230000
93	16.230000
98	16.250000
59	16.320000
38	16.330000
16	16.390000
91	16.450000
78	16.460000
8	16.480000
13	16.640000
83	16.660000
30	16.780000
36	16.870000
67	16.910000
9	16.920000
84	16.970000
69	17.050000
10	17.430000
3	17.550000
58	17.680000
72	17.740000
68	17.760000
82	17.770000
63	17.800000
50	17.940000
57	18.000000
56	18.730000
60	19.300000
51	97.470000
71	97.510000
24	97.890000
86	98.610000
52	98.780000
27	98.820000
97	98.820000
39	99.210000
87	99.280000
11	99.290000
92	99.440000
14	99.500000
80	99.630000
37	99.800000
70	99.940000
47	100.030000
44	100.080000
73	100.170000
17	100.220000
76	100.240000
53	100.250000
41	100.290000
0	100.320000
48	100.440000
33	100.520000
6	100.590000
96	100.610000
95	100.710000
74	100.740000
79	100.750000
94	100.800000
77	100.870000
21	100.970000
22	101.000000
1	101.190000
4	101.190000
20	101.210000
32	101.230000
26	101.320000
88	101.320000
89	101.330000
43	101.400000
85	101.400000
35	101.410000
49	101.460000
46	101.490000
61	101.510000
75	101.520000
12	101.540000
62	101.630000
54	101.690000
81	101.750000
2	101.760000
66	101.770000
7	101.780000
19	101.790000
55	101.820000
99	101.860000
25	101.870000
28	101.920000
29	101.930000
64	101.930000
42	101.980000
18	101.990000
65	102.190000
23	102.290000
40	102.290000
90	102.450000
5	102.490000
34	102.500000
15	102.580000
31	102.620000
45	102.660000
93	102.660000
98	102.680000
59	102.750000
