0	0	0.000000
0	1	0.001000
0	2	0.001000
0	3	0.001000
0	4	0.001000
0	5	0.001000
0	6	0.001000
0	7	0.001000
0	8	0.001000
0	9	0.001000
0	10	0.001000
0	11	0.000000
0	12	0.001000
0	13	0.001000
0	14	0.000000
0	15	0.001000
0	16	0.001000
0	17	0.000000
0	18	0.001000
0	19	0.001000
0	20	0.001000
0	21	0.001000
0	22	0.001000
0	23	0.001000
0	24	0.000000
0	25	0.001000
0	26	0.001000
0	27	0.000000
0	28	0.001000
0	29	0.001000
0	30	0.001000
0	31	0.001000
0	32	0.001000
0	33	0.003336
0	34	0.001000
0	35	0.001000
0	36	0.001000
0	37	0.000000
0	38	0.001000
0	39	0.000000
0	40	0.001000
0	41	0.000000
0	42	0.001000
0	43	0.001000
0	44	0.000000
0	45	0.001000
0	46	0.001000
0	47	0.000000
0	48	0.002744
0	49	0.001000
0	50	0.001000
0	51	0.000000
0	52	0.000000
0	53	0.000000
0	54	0.001000
0	55	0.001000
0	56	0.001000
0	57	0.001000
0	58	0.001000
0	59	0.001000
0	60	0.001000
0	61	0.001000
0	62	0.001000
0	63	0.001000
0	64	0.001000
0	65	0.001000
0	66	0.001000
0	67	0.001000
0	68	0.001000
0	69	0.001000
0	70	0.000000
0	71	0.000000
0	72	0.001000
0	73	0.000000
0	74	0.001000
0	75	0.001000
0	76	0.000000
0	77	0.001000
0	78	0.001000
0	79	0.001000
0	80	0.000000
0	81	0.001000
0	82	0.001000
0	83	0.001000
0	84	0.001000
0	85	0.001000
0	86	0.000000
0	87	0.000000
0	88	0.001000
0	89	0.001000
0	90	0.001000
0	91	0.001000
0	92	0.000000
0	93	0.001000
0	94	0.001000
0	95	0.001000
0	96	0.001000
0	97	0.000000
0	98	0.001000
0	99	0.001000
1	0	0.001000
1	1	0.000000
1	2	0.044911
1	3	0.019742
1	4	0.022761
1	5	0.034006
1	6	0.000000
1	7	0.044727
1	8	0.028527
1	9	0.024559
1	10	0.020738
1	11	0.000000
1	12	0.049804
1	13	0.026857
1	14	0.000000
1	15	0.032517
1	16	0.029509
1	17	0.000000
1	18	0.040711
1	19	0.044419
1	20	0.043173
1	21	0.000000
1	22	0.000000
1	23	0.036348
1	24	0.000000
1	25	0.042917
1	26	0.040309
1	27	0.000000
1	28	0.041960
1	29	0.041560
1	30	0.025774
1	31	0.032138
1	32	0.045583
1	33	0.000000
1	34	0.033758
1	35	0.048723
1	36	0.025011
1	37	0.000000
1	38	0.030365
1	39	0.000000
1	40	0.036808
1	41	0.000000
1	42	0.040807
1	43	0.051870
1	44	0.000000
1	45	0.031582
1	46	0.051236
1	47	0.000000
1	48	0.000000
1	49	0.052002
1	50	0.017158
1	51	0.000000
1	52	0.000000
1	53	0.000000
1	54	0.046564
1	55	0.043915
1	56	0.013065
1	57	0.016726
1	58	0.018933
1	59	0.030397
1	60	0.010695
1	61	0.050610
1	62	0.047699
1	63	0.018059
1	64	0.041498
1	65	0.037184
1	66	0.044849
1	67	0.024568
1	68	0.018328
1	69	0.023438
1	70	0.000000
1	71	0.000000
1	72	0.018440
1	73	0.000000
1	74	0.000000
1	75	0.050128
1	76	0.000000
1	77	0.000000
1	78	0.028750
1	79	0.000000
1	80	0.000000
1	81	0.045357
1	82	0.018335
1	83	0.026763
1	84	0.024102
1	85	0.050376
1	86	0.000000
1	87	0.000000
1	88	0.040223
1	89	0.040219
1	90	0.034257
1	91	0.028898
1	92	0.000000
1	93	0.031706
1	94	0.000000
1	95	0.000000
1	96	0.000000
1	97	0.000000
1	98	0.031358
1	99	0.043111
2	0	0.001000
2	1	0.000000
2	2	0.000000
2	3	0.025613
2	4	0.000000
2	5	0.044575
2	6	0.000000
2	7	0.034614
2	8	0.037313
2	9	0.032030
2	10	0.026944
2	11	0.000000
2	12	0.000023
2	13	0.035055
2	14	0.000000
2	15	0.042581
2	16	0.038629
2	17	0.000000
2	18	0.047524
2	19	0.036733
2	20	0.000000
2	21	0.000000
2	22	0.000000
2	23	0.047704
2	24	0.000000
2	25	0.042681
2	26	0.000000
2	27	0.000000
2	28	0.036997
2	29	0.041068
2	30	0.033646
2	31	0.042102
2	32	0.000000
2	33	0.000000
2	34	0.044256
2	35	0.000000
2	36	0.032622
2	37	0.000000
2	38	0.039734
2	39	0.000000
2	40	0.048316
2	41	0.000000
2	42	0.047639
2	43	0.000000
2	44	0.000000
2	45	0.041356
2	46	0.000522
2	47	0.000000
2	48	0.000000
2	49	0.000000
2	50	0.022199
2	51	0.000000
2	52	0.000000
2	53	0.000000
2	54	0.000000
2	55	0.037693
2	56	0.016786
2	57	0.021639
2	58	0.024558
2	59	0.039755
2	60	0.013673
2	61	0.000501
2	62	0.000000
2	63	0.023391
2	64	0.034951
2	65	0.048798
2	66	0.027035
2	67	0.032053
2	68	0.023751
2	69	0.030547
2	70	0.000000
2	71	0.000000
2	72	0.023900
2	73	0.000000
2	74	0.000000
2	75	0.000501
2	76	0.000000
2	77	0.000000
2	78	0.037618
2	79	0.000000
2	80	0.000000
2	81	0.006828
2	82	0.023763
2	83	0.034975
2	84	0.031406
2	85	0.000000
2	86	0.000000
2	87	0.000000
2	88	0.000000
2	89	0.000000
2	90	0.044909
2	91	0.037792
2	92	0.000000
2	93	0.041499
2	94	0.000000
2	95	0.000000
2	96	0.000000
2	97	0.000000
2	98	0.041088
2	99	0.044423
3	0	0.001000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
3	8	0.000000
3	9	0.000000
3	10	0.001496
3	11	0.000000
3	12	0.000000
3	13	0.000000
3	14	0.000000
3	15	0.000000
3	16	0.000000
3	17	0.000000
3	18	0.000000
3	19	0.000000
3	20	0.000000
3	21	0.000000
